Phone timestamp;HR [bpm];HRV [ms];Breathing interval [rpm];
2026-03-23T18:24:18.678;170;4,3
2026-03-23T18:24:19.151;169;4,3
2026-03-23T18:24:20.098;169;2,9
2026-03-23T18:24:21.072;168;2,7
2026-03-23T18:24:22.509;168;1,2
2026-03-23T18:24:23.471;168;1,1
2026-03-23T18:24:24.428;167;1,1
2026-03-23T18:24:25.872;167;1,0
2026-03-23T18:24:26.352;166;1,0
2026-03-23T18:24:27.293;166;1,0
2026-03-23T18:24:28.273;165;1,2
2026-03-23T18:24:29.232;165;1,1
2026-03-23T18:24:30.192;164;1,2
2026-03-23T18:24:31.631;164;1,2
2026-03-23T18:24:32.112;164;1,2
2026-03-23T18:24:33.072;163;1,2
2026-03-23T18:24:34.514;164;1,2
2026-03-23T18:24:35.474;164;1,2
2026-03-23T18:24:36.431;164;1,4
2026-03-23T18:24:37.392;165;1,4
2026-03-23T18:24:38.353;166;1,3
2026-03-23T18:24:39.310;166;1,3
2026-03-23T18:24:40.741;166;1,1
2026-03-23T18:24:41.232;166;1,0
2026-03-23T18:24:42.177;166;1,0
2026-03-23T18:24:44.592;166;1,0
2026-03-23T18:24:44.597;165;1,0
2026-03-23T18:24:45.552;165;1,4
2026-03-23T18:24:46.016;164;1,4
2026-03-23T18:24:47.472;162;1,4
2026-03-23T18:24:48.438;161;1,4
2026-03-23T18:24:49.393;159;1,7
2026-03-23T18:24:50.351;158;1,7
2026-03-23T18:24:51.780;156;1,7
2026-03-23T18:24:53.231;156;1,8
2026-03-23T18:24:53.235;156;1,8
2026-03-23T18:24:54.192;156;1,8
2026-03-23T18:24:55.154;158;1,9
2026-03-23T18:24:56.112;158;1,7
2026-03-23T18:24:57.073;159;1,7
2026-03-23T18:25:01.873;160;1,7
2026-03-23T18:25:01.877;161;1,8
2026-03-23T18:25:01.880;161;1,9
2026-03-23T18:25:01.883;162;1,9
2026-03-23T18:25:03.793;162;1,9
2026-03-23T18:25:03.798;163;1,9
2026-03-23T18:25:04.269;163;2,0
2026-03-23T18:25:08.111;163;2,0
2026-03-23T18:25:08.115;164;1,8
2026-03-23T18:25:08.118;164;1,8
2026-03-23T18:25:08.120;164;1,7
2026-03-23T18:25:09.075;164;1,7
2026-03-23T18:25:10.995;164;1,6
2026-03-23T18:25:13.855;165;1,3
2026-03-23T18:25:13.857;165;1,3
2026-03-23T18:25:13.861;165;1,3
2026-03-23T18:25:15.314;166;1,2
2026-03-23T18:25:15.318;166;1,1
2026-03-23T18:25:16.273;166;1,1
2026-03-23T18:25:17.232;166;1,2
2026-03-23T18:25:18.191;166;1,2
2026-03-23T18:25:20.592;167;1,2
2026-03-23T18:25:20.596;167;1,1
2026-03-23T18:25:21.536;167;1,1
2026-03-23T18:25:24.434;167;1,0
2026-03-23T18:25:24.438;167;1,0
2026-03-23T18:25:24.441;167;0,9
2026-03-23T18:25:25.872;168;1,1
2026-03-23T18:25:27.792;167;1,1
2026-03-23T18:25:27.795;167;1,3
2026-03-23T18:25:28.274;167;1,1
2026-03-23T18:25:29.711;167;1,1
2026-03-23T18:25:31.633;166;1,1
2026-03-23T18:25:33.054;166;1,1
2026-03-23T18:25:33.058;166;1,1
2026-03-23T18:25:33.061;166;1,1
2026-03-23T18:25:34.032;167;1,1
2026-03-23T18:25:37.392;167;1,1
2026-03-23T18:25:37.396;167;1,0
2026-03-23T18:25:37.399;166;1,0
2026-03-23T18:25:38.338;166;0,7
2026-03-23T18:25:42.180;167;0,7
2026-03-23T18:25:42.182;167;0,7
2026-03-23T18:25:42.185;167;1,4
2026-03-23T18:25:42.188;168;1,6
2026-03-23T18:25:43.152;168;1,6
2026-03-23T18:25:44.590;168;1,7
2026-03-23T18:25:45.535;168;2,2
2026-03-23T18:25:46.032;169;2,5
2026-03-23T18:25:47.463;169;2,7
2026-03-23T18:25:48.433;169;2,7
2026-03-23T18:25:49.381;169;2,7
2026-03-23T18:25:50.352;168;2,7
2026-03-23T18:25:52.274;168;2,5
2026-03-23T18:25:52.278;168;2,3
2026-03-23T18:25:53.220;167;2,3
2026-03-23T18:25:54.192;167;2,2
2026-03-23T18:25:55.138;167;1,8
2026-03-23T18:25:56.592;166;1,6
2026-03-23T18:25:57.553;166;1,1
2026-03-23T18:25:58.032;165;1,1
2026-03-23T18:25:59.472;165;1,2
2026-03-23T18:26:01.383;165;1,3
2026-03-23T18:26:01.387;164;1,4
2026-03-23T18:26:02.334;164;1,5
2026-03-23T18:26:03.292;164;1,7
2026-03-23T18:26:04.262;164;2,3
2026-03-23T18:26:05.233;163;2,4
2026-03-23T18:26:06.173;163;2,4
2026-03-23T18:26:08.102;163;2,3
2026-03-23T18:26:08.106;163;2,3
2026-03-23T18:26:09.055;163;2,3
2026-03-23T18:26:10.018;163;2,2
2026-03-23T18:26:11.953;163;2,1
2026-03-23T18:26:12.912;163;2,0
2026-03-23T18:26:13.372;163;1,9
2026-03-23T18:26:14.353;163;1,6
2026-03-23T18:26:15.313;162;0,9
2026-03-23T18:26:16.748;162;0,8
2026-03-23T18:26:18.193;161;0,8
2026-03-23T18:26:18.197;160;1,0
