Phone timestamp;HR [bpm];HRV [ms];Breathing interval [rpm];
2026-04-06T10:20:52.546;119;2,3
2026-04-06T10:20:53.514;119;2,3
2026-04-06T10:20:54.471;118;2,4
2026-04-06T10:20:55.426;117;2,5
2026-04-06T10:20:56.387;116;2,5
2026-04-06T10:20:57.346;115;2,7
2026-04-06T10:20:58.269;115;2,7
2026-04-06T10:20:59.744;114;2,7
2026-04-06T10:21:00.710;114;2,7
2026-04-06T10:21:01.705;114;2,7
2026-04-06T10:21:02.586;115;2,6
2026-04-06T10:21:04.510;115;2,7
2026-04-06T10:21:05.025;116;2,2
2026-04-06T10:21:05.473;116;2,1
2026-04-06T10:21:07.432;117;2,0
2026-04-06T10:21:07.432;117;2,0
2026-04-06T10:21:08.391;118;2,1
2026-04-06T10:21:09.349;118;1,9
2026-04-06T10:21:10.309;119;1,9
2026-04-06T10:21:12.715;119;1,9
2026-04-06T10:21:12.715;120;1,6
2026-04-06T10:21:13.664;120;1,7
2026-04-06T10:21:15.108;120;1,7
2026-04-06T10:21:15.587;120;1,8
2026-04-06T10:21:16.545;120;1,7
2026-04-06T10:21:17.511;120;1,7
2026-04-06T10:21:18.470;121;1,5
2026-04-06T10:21:19.430;121;1,8
2026-04-06T10:21:20.387;121;1,8
2026-04-06T10:21:21.353;121;1,9
2026-04-06T10:21:22.312;121;1,8
2026-04-06T10:21:23.752;121;1,8
2026-04-06T10:21:24.703;121;1,9
2026-04-06T10:21:25.672;121;1,9
2026-04-06T10:21:26.628;121;1,9
2026-04-06T10:21:27.591;121;1,9
2026-04-06T10:21:28.550;121;1,8
2026-04-06T10:21:29.515;121;1,7
2026-04-06T10:21:30.468;121;1,8
2026-04-06T10:21:31.912;121;1,8
2026-04-06T10:21:32.391;121;1,8
2026-04-06T10:21:33.343;122;1,5
2026-04-06T10:21:34.311;122;1,5
2026-04-06T10:21:35.750;122;1,5
2026-04-06T10:21:36.708;122;1,5
2026-04-06T10:21:37.668;122;1,5
2026-04-06T10:21:38.630;122;1,3
2026-04-06T10:21:39.594;123;1,3
2026-04-06T10:21:40.549;123;1,4
2026-04-06T10:21:41.512;123;1,4
2026-04-06T10:21:42.468;123;1,3
2026-04-06T10:21:43.432;123;1,4
2026-04-06T10:21:44.389;122;1,3
2026-04-06T10:21:46.309;122;1,3
2026-04-06T10:21:46.786;122;1,4
2026-04-06T10:21:48.230;121;1,4
2026-04-06T10:21:48.666;120;1,7
2026-04-06T10:21:49.664;120;1,9
2026-04-06T10:21:50.631;119;1,8
2026-04-06T10:21:53.032;119;1,7
2026-04-06T10:21:53.033;118;1,8
2026-04-06T10:21:53.515;117;2,1
2026-04-06T10:21:55.428;117;2,1
2026-04-06T10:21:55.864;116;2,3
2026-04-06T10:21:56.389;115;2,4
2026-04-06T10:21:57.346;115;2,4
2026-04-06T10:21:58.315;114;2,4
2026-04-06T10:21:59.765;114;2,4
2026-04-06T10:22:00.706;114;2,5
2026-04-06T10:22:02.635;114;2,5
2026-04-06T10:22:02.636;114;2,6
2026-04-06T10:22:03.588;114;2,5
2026-04-06T10:22:04.549;114;2,5
2026-04-06T10:22:05.469;113;2,4
2026-04-06T10:22:06.468;113;2,5
2026-04-06T10:22:07.434;113;2,5
2026-04-06T10:22:08.395;113;2,6
2026-04-06T10:22:09.348;112;2,4
2026-04-06T10:22:10.789;112;2,1
2026-04-06T10:22:11.747;112;2,1
2026-04-06T10:22:12.703;112
2026-04-06T10:22:13.669;112;2,3
2026-04-06T10:22:14.628;113;2,3
2026-04-06T10:22:15.593;114;2,7
2026-04-06T10:22:16.558;115;2,7
2026-04-06T10:22:17.512;117;2,8
2026-04-06T10:22:18.469;117;2,7
2026-04-06T10:22:19.429;118;2,6
2026-04-06T10:22:20.387;119;2,7
2026-04-06T10:22:21.351;119;2,6
2026-04-06T10:22:22.304;119;2,6
2026-04-06T10:22:23.746;120;2,6
2026-04-06T10:22:24.707;121;2,5
2026-04-06T10:22:25.628;121;2,5
2026-04-06T10:22:26.629;122;2,5
2026-04-06T10:22:27.545;122;2,3
2026-04-06T10:22:28.506;122;2,3
2026-04-06T10:22:29.501;123;1,8
2026-04-06T10:22:30.474;123;1,5
2026-04-06T10:22:31.389;123;1,3
2026-04-06T10:22:33.351;123;1,4
2026-04-06T10:22:33.352;122;1,6
2026-04-06T10:22:34.300;123;1,4
2026-04-06T10:22:35.746;123;1,4
2026-04-06T10:22:36.670;123;1,4
2026-04-06T10:22:37.630;123;1,2
2026-04-06T10:22:39.103;123;1,2
2026-04-06T10:22:39.585;123;1,2
2026-04-06T10:22:40.547;123;1,1
2026-04-06T10:22:42.465;122;1,2
2026-04-06T10:22:42.466;122;1,3
2026-04-06T10:22:43.433;121;1,3
2026-04-06T10:22:44.385;120;1,5
2026-04-06T10:22:45.344;120;1,5
2026-04-06T10:22:46.301;120;1,6
2026-04-06T10:22:47.698;120;1,5
2026-04-06T10:22:48.655;120;1,5
2026-04-06T10:22:49.616;120;1,6
2026-04-06T10:22:50.623;119;1,6
2026-04-06T10:22:51.589;119;1,9
2026-04-06T10:22:52.492;118;1,9
2026-04-06T10:22:53.452;117;1,9
2026-04-06T10:22:54.411;117;1,9
2026-04-06T10:22:55.380;117;1,9
2026-04-06T10:22:56.389;117;2,1
2026-04-06T10:22:57.347;117;2,1
2026-04-06T10:22:58.316;117;2,1
2026-04-06T10:22:59.750;118;1,9
2026-04-06T10:23:01.670;118;2,0
2026-04-06T10:23:01.671;119;1,9
2026-04-06T10:23:04.547;119;1,8
2026-04-06T10:23:04.989;119;1,8
2026-04-06T10:23:04.990;119;1,8
2026-04-06T10:23:05.506;118;1,8
2026-04-06T10:23:06.481;118;2,1
2026-04-06T10:23:07.434;117;2,1
2026-04-06T10:23:08.394;116;2,1
2026-04-06T10:23:09.349;116;2,1
2026-04-06T10:23:10.315;115;2,1
2026-04-06T10:23:11.747;115;1,8
2026-04-06T10:23:12.708;115;1,8
2026-04-06T10:23:13.665;115;1,8
2026-04-06T10:23:14.624;115;1,8
2026-04-06T10:23:15.592;115;1,8
2026-04-06T10:23:16.551;115;1,8
2026-04-06T10:23:17.468;115;1,8
2026-04-06T10:23:18.428;116;1,8
2026-04-06T10:23:21.308;116;1,9
2026-04-06T10:23:21.309;116;1,9
2026-04-06T10:23:21.310;116;1,3
2026-04-06T10:23:22.272;116;1,2
2026-04-06T10:23:23.710;115;1,5
2026-04-06T10:23:24.670;115;1,6
2026-04-06T10:23:26.632;114;1,7
2026-04-06T10:23:27.068;114;2,0
2026-04-06T10:23:27.587;114;2,0
2026-04-06T10:23:28.561;115;2,0
2026-04-06T10:23:29.990;114;2,0
2026-04-06T10:23:30.469;114;2,0
2026-04-06T10:23:31.432;113;2,3
2026-04-06T10:23:32.391;112;2,5
2026-04-06T10:23:33.350;111;2,4
2026-04-06T10:23:34.309;111;2,5
2026-04-06T10:23:35.749;111;2,5
2026-04-06T10:23:36.705;112;2,5
2026-04-06T10:23:37.671;112;2,5
2026-04-06T10:23:39.586;111;2,4
2026-04-06T10:23:40.066;111;2,4
2026-04-06T10:23:41.023;111;2,1
2026-04-06T10:23:42.466;110;2,1
2026-04-06T10:23:42.467;111;2,1
2026-04-06T10:23:43.430;111;2,2
2026-04-06T10:23:44.382;111;2,3
2026-04-06T10:23:45.345;111;2,4
2026-04-06T10:23:46.322;111;2,1
2026-04-06T10:23:47.748;111;1,9
2026-04-06T10:23:48.710;111;1,9
2026-04-06T10:23:49.678;111;1,9
2026-04-06T10:23:52.549;111;1,9
2026-04-06T10:23:52.550;111;1,8
2026-04-06T10:23:52.550;111;1,9
2026-04-06T10:23:53.505;111;2,0
2026-04-06T10:23:54.471;112;1,9
2026-04-06T10:23:55.909;112;2,0
2026-04-06T10:23:57.350;113;2,1
2026-04-06T10:23:57.350;113;2,1
2026-04-06T10:23:58.307;113;1,9
2026-04-06T10:23:59.750;114;1,6
2026-04-06T10:24:00.705;114;1,5
2026-04-06T10:24:02.628;114;1,7
2026-04-06T10:24:02.629;115;1,8
2026-04-06T10:24:04.077;115;1,8
2026-04-06T10:24:05.039;116;1,9
2026-04-06T10:24:05.515;116;1,9
2026-04-06T10:24:08.388;116;1,9
2026-04-06T10:24:08.389;116;1,8
2026-04-06T10:24:08.389;117;1,8
2026-04-06T10:24:09.365;117;1,6
2026-04-06T10:24:10.310;117;1,6
2026-04-06T10:24:11.751;117;1,4
2026-04-06T10:24:13.670;117;1,4
2026-04-06T10:24:14.151;118;1,5
2026-04-06T10:24:14.589;118;1,5
2026-04-06T10:24:15.592;119;1,4
2026-04-06T10:24:17.997;119;1,3
2026-04-06T10:24:17.998;119;1,2
2026-04-06T10:24:19.433;119;1,3
2026-04-06T10:24:19.434;119;1,3
2026-04-06T10:24:20.390;119;1,3
2026-04-06T10:24:21.832;119;1,3
2026-04-06T10:24:22.793;119;1,3
2026-04-06T10:24:24.227;120;1,2
2026-04-06T10:24:24.714;120;1,2
2026-04-06T10:24:26.626;119;1,4
2026-04-06T10:24:26.627;119;1,4
2026-04-06T10:24:27.594;119;1,3
2026-04-06T10:24:28.565;120;1,3
2026-04-06T10:24:29.510;120;1,3
2026-04-06T10:24:30.480;119;1,2
2026-04-06T10:24:31.910;119;1,4
2026-04-06T10:24:32.876;119;1,5
2026-04-06T10:24:33.307;119;1,6
2026-04-06T10:24:34.314;119;1,6
2026-04-06T10:24:36.231;120;1,7
2026-04-06T10:24:36.668;120;1,7
2026-04-06T10:24:38.137;120;1,7
2026-04-06T10:24:39.100;120;1,7
2026-04-06T10:24:39.549;120;1,7
2026-04-06T10:24:40.549;120;1,6
2026-04-06T10:24:42.464;119;1,6
2026-04-06T10:24:42.464;119;1,6
2026-04-06T10:24:43.424;119;1,6
2026-04-06T10:24:45.352;119;1,6
2026-04-06T10:24:45.353;119;1,6
2026-04-06T10:24:46.796;118;1,5
2026-04-06T10:24:48.228;118;1,6
2026-04-06T10:24:48.669;117;1,5
2026-04-06T10:24:49.675;116;1,6
2026-04-06T10:24:50.628;115;1,6
2026-04-06T10:24:51.596;114;1,6
2026-04-06T10:24:52.549;114;1,6
2026-04-06T10:24:54.469;114;1,6
2026-04-06T10:24:54.470;114;1,6
2026-04-06T10:24:55.430;113;2,0
2026-04-06T10:24:56.390;111;2,6
2026-04-06T10:24:57.363;110;3,7
2026-04-06T10:24:58.271;108;3,8
2026-04-06T10:24:59.752;106;3,8
2026-04-06T10:25:01.191;106;3,8
2026-04-06T10:25:04.065;106;4,0
2026-04-06T10:25:04.066;107;4,3
2026-04-06T10:25:04.066;108;4,3
2026-04-06T10:25:04.507;108;4,3
2026-04-06T10:25:05.506;107;4,5
2026-04-06T10:25:06.472;106;4,5
2026-04-06T10:25:07.433;105;4,8
2026-04-06T10:25:08.385;105;4,9
2026-04-06T10:25:09.352;105;4,9
2026-04-06T10:25:10.310;105;4,9
2026-04-06T10:25:11.754;106;4,9
2026-04-06T10:25:12.721;106;4,9
2026-04-06T10:25:13.671;107;3,9
2026-04-06T10:25:14.637;107;3,7
2026-04-06T10:25:15.595;107;3,8
2026-04-06T10:25:17.508;107;3,9
2026-04-06T10:25:17.509;106;3,7
2026-04-06T10:25:18.481;106;3,6
2026-04-06T10:25:19.433;105;3,7
2026-04-06T10:25:20.873;104;3,7
2026-04-06T10:25:21.307;104;3,4
2026-04-06T10:25:22.310;104;3,3
2026-04-06T10:25:23.751;104;3,4
2026-04-06T10:25:24.710;104;2,8
2026-04-06T10:25:25.672;104;2,7
2026-04-06T10:25:26.634;104;2,8
2026-04-06T10:25:27.590;103;3,4
2026-04-06T10:25:28.548;102;3,4
2026-04-06T10:25:29.515;102;3,3
2026-04-06T10:25:30.469;103;3,4
2026-04-06T10:25:32.391;103;3,4
2026-04-06T10:25:32.391;104;3,4
2026-04-06T10:25:33.355;102;5,3
2026-04-06T10:25:34.316;101;6,2
2026-04-06T10:25:36.227;98;7,6
2026-04-06T10:25:36.668;97;7,5
2026-04-06T10:25:37.670;97;8,0
2026-04-06T10:25:38.635;97;8,2
2026-04-06T10:25:39.608;98;8,3
2026-04-06T10:25:40.498;98;8,3
2026-04-06T10:25:41.505;98;8,2
2026-04-06T10:25:42.451;98;8,3
2026-04-06T10:25:43.429;98;8,5
2026-04-06T10:25:44.392;97;8,2
2026-04-06T10:25:45.354;97;8,2
2026-04-06T10:25:46.789;96;8,2
2026-04-06T10:25:47.754;97;8,5
2026-04-06T10:25:48.712;97;8,5
2026-04-06T10:25:50.166;98;8,5
2026-04-06T10:25:50.589;97;8,5
2026-04-06T10:25:52.537;98;7,3
2026-04-06T10:25:53.029;98;4,9
2026-04-06T10:25:53.470;98;5,0
