Phone timestamp;HR [bpm];HRV [ms];Breathing interval [rpm];
2026-03-25T18:49:52.890;146;1,3
2026-03-25T18:49:53.863;146;1,3
2026-03-25T18:49:54.820;146;1,2
2026-03-25T18:49:55.769;146;1,1
2026-03-25T18:49:56.733;146;1,1
2026-03-25T18:49:57.698;146;1,0
2026-03-25T18:49:58.650;146;1,0
2026-03-25T18:49:59.616;146;1,1
2026-03-25T18:50:00.574;146;1,1
2026-03-25T18:50:01.531;146;1,1
2026-03-25T18:50:02.966;146;1,1
2026-03-25T18:50:03.935;146;1,2
2026-03-25T18:50:04.897;146;1,4
2026-03-25T18:50:05.864;146;1,4
2026-03-25T18:50:06.817;145;1,5
2026-03-25T18:50:07.776;145;1,5
2026-03-25T18:50:09.699;144;1,7
2026-03-25T18:50:09.700;143;1,7
2026-03-25T18:50:10.660;142;1,7
2026-03-25T18:50:12.579;142;1,8
2026-03-25T18:50:12.580;142;1,7
2026-03-25T18:50:13.530;142;1,7
2026-03-25T18:50:14.977;142;1,8
2026-03-25T18:50:15.938;142;1,6
