Phone timestamp;HR [bpm];HRV [ms];Breathing interval [rpm];
2026-03-23T10:56:01.712;90
2026-03-23T10:56:03.150;90
2026-03-23T10:56:04.112;90
2026-03-23T10:56:05.071;91;3,2
2026-03-23T10:56:06.030;90;2,9
2026-03-23T10:56:06.991;90;6,7
2026-03-23T10:56:07.951;89;6,5
2026-03-23T10:56:08.910;89;6,2
2026-03-23T10:56:10.833;88;6,2
2026-03-23T10:56:10.834;88;6,0
2026-03-23T10:56:11.791;87;5,8
2026-03-23T10:56:12.751;86;5,6
2026-03-23T10:56:13.711;87;8,6
2026-03-23T10:56:15.136;88;10,2
2026-03-23T10:56:16.097;89;10,4
2026-03-23T10:56:17.059;92;10,5
2026-03-23T10:56:18.032;93;10,3
2026-03-23T10:56:18.990;93;10,0
2026-03-23T10:56:19.953;93;9,7
2026-03-23T10:56:20.912;94;9,6
2026-03-23T10:56:21.872;94;9,6
2026-03-23T10:56:22.833;94;9,6
2026-03-23T10:56:23.794;96;10,0
2026-03-23T10:56:24.753;97;9,8
2026-03-23T10:56:25.713;99;9,6
2026-03-23T10:56:27.153;99;9,6
2026-03-23T10:56:28.112;100;9,5
2026-03-23T10:56:29.073;100;9,5
2026-03-23T10:56:30.033;99;9,9
2026-03-23T10:56:30.990;98;11,4
2026-03-23T10:56:31.953;93;11,5
2026-03-23T10:56:32.912;81;27,0
2026-03-23T10:56:33.915;79;26,5
2026-03-23T10:56:34.869;78;26,6
2026-03-23T10:56:35.833;77;26,4
2026-03-23T10:56:36.789;76;26,5
2026-03-23T10:56:37.752;78;31,0
2026-03-23T10:56:39.201;80;30,9
2026-03-23T10:56:40.156;82;31,0
2026-03-23T10:56:41.109;84;31,6
2026-03-23T10:56:42.081;85;31,6
2026-03-23T10:56:42.993;87;31,6
2026-03-23T10:56:44.911;86;31,6
2026-03-23T10:56:44.913;81;47,9
2026-03-23T10:56:45.901;79;47,9
2026-03-23T10:56:46.862;78;48,3
2026-03-23T10:56:48.792;79;49,9
2026-03-23T10:56:48.793;80;50,3
2026-03-23T10:56:49.711;81;50,3
2026-03-23T10:56:51.152;82;50,3
2026-03-23T10:56:52.154;82;50,0
2026-03-23T10:56:53.105;81;51,0
2026-03-23T10:56:54.061;80;49,5
2026-03-23T10:56:55.031;79;44,7
2026-03-23T10:56:55.987;79;45,5
2026-03-23T10:56:57.858;81;45,8
2026-03-23T10:56:57.859;81;45,8
2026-03-23T10:56:58.812;83;42,8
2026-03-23T10:56:59.789;83;42,8
2026-03-23T10:57:00.738;84;42,8
2026-03-23T10:57:01.698;85;42,4
2026-03-23T10:57:03.139;87;42,5
2026-03-23T10:57:04.102;89;42,6
2026-03-23T10:57:05.059;90;22,7
2026-03-23T10:57:06.034;92;22,7
2026-03-23T10:57:06.976;92;21,8
2026-03-23T10:57:07.936;92;21,6
2026-03-23T10:57:08.912;91;19,9
2026-03-23T10:57:09.874;89;19,5
2026-03-23T10:57:10.832;87;20,2
2026-03-23T10:57:11.793;85;21,4
2026-03-23T10:57:12.753;83;18,5
2026-03-23T10:57:13.711;82;17,9
2026-03-23T10:57:15.153;82;18,4
2026-03-23T10:57:16.100;82;17,1
2026-03-23T10:57:17.072;82;16,7
2026-03-23T10:57:18.032;82;16,0
2026-03-23T10:57:19.473;82;16,0
2026-03-23T10:57:19.952;82;16,0
2026-03-23T10:57:20.912;82;16,4
2026-03-23T10:57:21.860;82;16,4
2026-03-23T10:57:22.833;83;16,2
