Phone timestamp;HR [bpm];HRV [ms];Breathing interval [rpm];
2026-03-26T10:17:22.816;71
2026-03-26T10:17:23.810;71
2026-03-26T10:17:24.762;70
2026-03-26T10:17:25.704;70;24,2
2026-03-26T10:17:27.625;70;22,1
2026-03-26T10:17:28.105;70;22,2
2026-03-26T10:17:29.066;71;20,8
2026-03-26T10:17:30.026;73;26,8
2026-03-26T10:17:30.986;74;28,1
2026-03-26T10:17:31.932;77;27,3
2026-03-26T10:17:32.905;78;26,3
2026-03-26T10:17:34.826;81;24,8
2026-03-26T10:17:34.828;82;24,2
2026-03-26T10:17:35.787;85;23,0
2026-03-26T10:17:36.745;88;22,2
2026-03-26T10:17:37.707;89;21,7
2026-03-26T10:17:38.668;92;20,8
2026-03-26T10:17:40.144;95;20,0
2026-03-26T10:17:41.107;96;19,6
2026-03-26T10:17:42.065;97;19,0
2026-03-26T10:17:43.028;98;17,7
2026-03-26T10:17:43.992;98;17,3
2026-03-26T10:17:45.428;98;16,7
2026-03-26T10:17:45.909;98;15,6
2026-03-26T10:17:47.827;98;15,6
2026-03-26T10:17:47.827;98;10,7
2026-03-26T10:17:48.785;98;7,9
2026-03-26T10:17:49.749;98;5,5
2026-03-26T10:17:50.705;98;5,0
2026-03-26T10:17:52.611;97;5,4
2026-03-26T10:17:53.066;95;5,9
2026-03-26T10:17:54.541;95;5,9
2026-03-26T10:17:55.983;94;5,0
2026-03-26T10:17:56.948;94;5,1
2026-03-26T10:17:56.948;93;4,9
2026-03-26T10:17:57.907;93;5,0
2026-03-26T10:17:58.876;92;5,1
2026-03-26T10:17:59.824;91;5,6
2026-03-26T10:18:00.788;87;11,9
2026-03-26T10:18:01.744;86;11,9
2026-03-26T10:18:02.694;85;12,5
2026-03-26T10:18:04.137;85;12,6
2026-03-26T10:18:05.582;86;14,2
2026-03-26T10:18:06.025;87;14,3
2026-03-26T10:18:07.032;87;14,2
2026-03-26T10:18:07.946;87;15,2
2026-03-26T10:18:08.942;87;15,4
2026-03-26T10:18:09.864;85;15,7
2026-03-26T10:18:10.900;85;15,7
2026-03-26T10:18:13.210;84;15,5
2026-03-26T10:18:13.212;85;16,9
2026-03-26T10:18:13.694;86;16,9
2026-03-26T10:18:14.653;87;17,1
2026-03-26T10:18:16.142;89;17,5
2026-03-26T10:18:17.104;91;17,7
2026-03-26T10:18:18.075;94;17,8
2026-03-26T10:18:19.021;95;17,6
2026-03-26T10:18:19.982;97;14,2
2026-03-26T10:18:20.947;99;14,2
2026-03-26T10:18:22.827;100;13,6
2026-03-26T10:18:22.830;101;12,7
2026-03-26T10:18:23.829;101;11,8
2026-03-26T10:18:25.268;102;11,8
2026-03-26T10:18:25.688;102;10,5
2026-03-26T10:18:26.654;102;9,9
2026-03-26T10:18:28.119;103;9,8
2026-03-26T10:18:29.067;104;9,8
